Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 29, Brooklyn, New York",29-RC-268653,"Brightview Landscapes, LLC",Closed,11/06/2020,06/09/2021,"Certification of Results",Oceanside,NY,A,"Single Labor Organization",Initial,05/18/2021,126,4,"Local 1922",17,,,,,82,99,,1,,,"Included: All Full Time and Regular Part Time maintenance and landscaping employees, including but not limited to crew leaders, landscapers and gardeners employed by the Employer at its Oceanside, New York facility. Excluded: All production managers, enhancement managers, specialty services managers, account managers, administrative employees, sales employees, per diem/casual employees, managerial employees, guards and supervisors as defined in the Act.",,,
"Region 25, Indianapolis, Indiana",25-RC-267772,"Fire Protection Design & Construction, Inc., d/b/a All Fire Solutions, Inc.",Closed,10/19/2020,05/14/2021,"Certification of Results",Greenwood,IN,A,"Revised Single Labor Org",Initial,05/05/2021,13,1,"Road Sprinkler Fitters Local Union No. 669, U.A.",,,,,,4,4,,1,,,"Included: All full-time and regular part-time employees engaged in installation and service of fire protection services and based out of the Employer’s Greenwood, Indiana facility.
Excluded: All office staff, office clerical employees, professional employees, guards and supervisors as defined in the Act.",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-269050,"Datwyler Pharma Packaging USA, Inc.",Closed,11/17/2020,05/10/2021,"Certification of Results",Middletown,DE,A,"Single Labor Organization",Rerun,04/30/2021,38,,"Communications Workers of America, AFL-CIO, CLC",16,,,,,19,35,,,,,"INCLUDED:  All full-time and regular part-time production employees.
EXCLUDED:  All other employees, temporary employees, quality control employees, maintenance/mechanics, business office clericals, warehouse employees, managers, guards and supervisors as defined in the Act.
",,,
"Region 25, Indianapolis, Indiana",25-RC-270209,"Sun Chemical Corporation",Closed,12/14/2020,05/06/2021,"Certific. of Representative",Kankakee,IL,A,"Revised Single Labor Org",Initial,04/28/2021,31,1,"Local 498C of the International Chemical Workers Union Council of the United Food & Commercial Workers Union, AFL-CIO, CLC",15,,,,,12,27,,,,"Local 498C of the International Chemical Workers Union Council of the United Food & Commercial Workers Union, AFL-CIO, CLC","Included: All full-time and regular part-time production employees, maintenance employees, shipping employees, and receiving employees employed by the Employer at its facility located at 3200 Festival Drive, Kankakee, Illinois. 
Excluded: All office clerical employees, laboratory employees, professional employees, managerial employees, guards and supervisors as defined in the Act, and all other employees.",,,
"Region 21, Los Angeles, California",21-RD-264617,"Savage Services Corporation",Closed,08/13/2020,08/19/2021,"Certific. of Representative",Wilmington,CA,A,"Revised Single Labor Org",Initial,04/27/2021,126,5,"International Brotherhood of Teamsters Local Union No. 848",57,,,,,49,106,,1,,"International Brotherhood of Teamsters Local Union No. 848","Included: All full-time and regular part-time petroleum coke truck drivers, sweeper drivers, hazmat drivers, on-call drivers, and mechanics employed by the Employer at its facilities currently located at 1635 East Denni Street and 1261 Goodrich Avenue in Wilmington, California.

Excluded: All other employees, hourly supervisors, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act.

",,,
"Region 01, Boston, Massachusetts",01-RC-266534,"Portland Museum of Art",Closed,09/23/2020,05/03/2021,"Certific. of Representative",Portland,ME,A,"Single Labor Organization",Initial,04/22/2021,33,,"Technical, Office & Professional Union Local 2110",16,,,,,10,26,,4,,"Technical, Office & Professional Union Local 2110","Included: All full-time, regular part-time, and on-call employees employed by the Employer. 

Others Permitted to Vote:   At this time, no decision has been made regarding whether Lead Preparators and Executive Administrators are included in, or excluded from, the bargaining unit, and individuals in those classifications may vote in the election but their ballots shall be challenged since their eligibility has not been determined.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.


Excluded: Confidential employees, professional employees, managers, guards, and supervisors as defined in the Act.",,,
"Region 21, Los Angeles, California",21-RC-270627,"Marketplace APM/MPR",Closed,12/22/2020,04/29/2021,"Certific. of Representative","Los Angeles",CA,A,"Single Labor Organization",Initial,04/21/2021,52,1,"Screen Actors Guild - American Federation of Television and Radio Artists (SAG-AFTRA)",37,,,,,1,38,,6,,"Screen Actors Guild - American Federation of Television and Radio Artists (SAG-AFTRA)","Included:  All full-time and regular part-time writers, reporters (including reporter, senior reporter, reporter II, and digital reporter), correspondents (including senior correspondent), hosts, producers (including producer I, producer II, and digital producer), assistant producers, associate producers (including associate digital producer and associate float producer), full stack product engineers, and editors (including planning editor and copy editor) employed by the Employer at its facilities located at 261 So. Figueroa St., Suite 200, Los Angeles, CA; 1150 Connecticut Ave. NW, Washington, D.C.; and 747 Third Ave., 8th Floor, New York, NY; and those employed remotely in Pittsburgh, PA; Austin, TX; Oakland, CA; San Francisco, CA; Portland, OR; Baltimore, MD; St. Paul, MN; and Ann Arbor MI.

Excluded:  All other employees, executive producers, managing editors, supervisor editors, director/product, director/social and engagement, audio engineers, media designers, technical directors, temporary employees, interns, managerial employees, guards, confidential employees, and supervisors as defined in the Act. 

Others Permitted to Vote:  The parties agreed that the following individuals will be allowed to vote in the election, but their ballots will be challenged since their individual eligibility has not been resolved: Senior Producer (Caitlin Esch); Foreign Editor (John Buckley); Senior Editor/Bureau Chief (Amir Bibawy); Senior Editors (Eve Epstein, Jon Gordon, and Richard Karr); and Copyeditor (Edward Silver). The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.  

Others Not Permitted to Vote:  The parties further agreed that following positions will not be permitted to vote in the election because the parties agree that the duties of the individuals in these positions at the time of the petition exclude them from inclusion in the Unit: Senior Producer/Editor (Michael Lipkin); Senior Producers (Megan Detrie and Bridget Bodnar); and Senior Editor (Olga Oksman).
",,,
"Region 05, Baltimore, Maryland",05-RC-270060,"Elite Protective Services, Inc.",Closed,12/10/2020,04/22/2021,"Certific. of Representative",Germantown,MD,A,"Two Labor Organizations",Rerun,04/14/2021,15,,"Protective Service Officers United (PSOs United)",7,"National League of Justice and Security Professionals (NLJSP)",,,,,7,,,,"Protective Service Officers United (PSOs United)","All full-time and regular part-time security officers employed by the Employer at the Department of Energy facility currently located at 20300 21st Century Boulevard in Germantown, Maryland; but excluding office clericals, professional employees, managers, and supervisors as defined in the National Labor Relations Act.",,,
"Region 10, Atlanta, Georgia",10-RC-269250,"AMAZON.COM SERVICES LLC",Open,11/20/2020,,,Bessemer,AL,A,"Single Labor Organization",Initial,04/09/2021,5867,76,"Retail, Wholesale and Department Store Union",738,,,,,1798,2536,,505,,,,,,
"Region 03, Buffalo, New York",03-RC-267766,"Newburg Egg Corp.",Closed,10/19/2020,04/16/2021,"Certific. of Representative",Woodridge,NY,A,"Revised Single Labor Org",Initial,04/08/2021,175,1,"United Food and Commercial Workers Union, Local No. 342",56,,,,,36,92,,14,,"United Food and Commercial Workers Union, Local No. 342","All full-time and regular part-time production, cooking, shipping, receiving, cleaning, sanitation, quality control and maintenance employees employed by the Employer at its Woodridge, NY location; but excluding all other employees, drivers, managers, owners, office clerical employees, professional employees, guards, and supervisors and as defined in the Act.",,,
"Region 01, Boston, Massachusetts",01-RC-259277,"Curaleaf Massachusetts, Inc.",Closed,04/20/2020,07/06/2022,"Certific. of Representative",Hanover,MA,A,"Revised Single Labor Org",Initial,04/08/2021,24,4,"United Food and Commercial Workers Union Local 328",8,,,,,3,11,,2,,"United Food and Commercial Workers Union Local 328","All full time and regular part time lead dispensary associates, dispensary associates, including those performing admissions duties, compliance leads, lead packaging associates, and packing associates employed at the Employer's Hanover, Massachusetts location. 
Excluding all dispensary managers, assistant dispensary managers, confidential employees, managers, guards and supervisors, as defined by the Act.
",,,
"Region 08, Cleveland, Ohio",08-RC-269611,"Detrex Corporation",Closed,12/01/2020,04/20/2021,"Certification of Results",Ashtabula,OH,A,"Single Labor Organization",Initial,04/07/2021,21,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO-CLC",8,,,,,9,17,,1,,,"All full-time and regular part-time production and maintenance employees, including leads, employed by the Employer at its facility located at 1100 State Road, Ashtabula, Ohio; but excluding all office clerical employees, professional employees, guards and supervisors as defined in the Act.

OTHERS PERMITTED TO VOTE:  At this time, no decision has been made regarding whether “lead” employees Michael Mason, Preston Sulin, and Dennis Varee are included in, or excluded from, the bargaining unit, and these individuals may vote in the election but their ballots shall be challenged since their eligibility has not been resolved.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.  

",,,
