Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 21, Los Angeles, California",21-RC-208938,"Schenker, Inc.",Closed,10/31/2017,09/26/2019,"Withdrawal Non-adjusted","Moreno Valley",CA,A,"Single Labor Organization",Rerun,10/23/2018,405,1,"Teamsters, Chauffeurs, Warehousemen, Industrial and Allied Workers of America, Local 166, International Brotherhood of Teamsters",129,,,,,214,343,,8,,,"Included:  All full-time and regular part-time warehouse associates employed by the Employer at its facility currently located at 16110 Cosmos Street, Moreno Valley, California;

Excluded:  All other employees, temporary employees, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act.",,,
"Region 22, Newark, New Jersey",22-RC-200609,"ATLANTIC WOODWORKING",Closed,06/14/2017,09/24/2018,"Certification of Results","Saddle Brook",NJ,A,"Single Labor Organization",Initial,09/14/2018,2,,"Northeast Regional Council of Carpenters and Joiners America",1,,,,,1,,,,,,"Included:  All full-time and regular part-time production and maintenance employees employed by the Employer at its Saddle Brook, New Jersey facility
Excluded:  All office clerical employees, confidential employees, guards, and supervisors as defined in the Act, and all other employees.",,,
"Region 14, Saint Louis, Missouri",14-RC-209886,"Garda CL Southwest",Closed,11/15/2017,09/18/2018,"Certification of Results","Saint Louis",MO,A,"Single Labor Organization",Rerun,09/06/2018,60,,"International Union, Security, Police and Fire Professionals of America (SPFPA)",15,,,,,28,43,,,,"International Union, Security, Police and Fire Professionals of America (SPFPA)","All full-time and regular part-time armed and unarmed drivers/messengers and vault custodians performing guard duties as defined in Section 9(B)(3) of the National Labor Relations Act, employed by the Employer at its 1022 South 9th Street, St. Louis, Missouri 63104 facility, EXCLUDING all other employees including office clerical employees, managers, supervisors, temporary employees, confidential employees and professional employees as defined in the Act.",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-211069,"Altice Technical Services U.S. Corp.",Closed,12/06/2017,08/31/2018,"Certification of Results",Beckley,WV,A,"Revised Single Labor Org",Initial,08/23/2018,41,,"Communications Workers of America, AFL-CIO, CLC",20,,,,,21,41,,,,,"Included: All full-time and regular part-time Broadband Technicians employed by the Employer and assigned to its 115 Dye Drive, Beckley, WV location;
Excluded: Office clerical employees, and guards, professional employees and supervisors as defined by the Act, and all other employees",,,
"Region 16, Fort Worth, Texas",16-RD-210174,"GUARDIAN BUILDING PRODUCTS, INC",Closed,11/20/2017,07/02/2018,"Certification of Results","SAN ANTONIO",TX,A,"Single Labor Organization",Initial,06/21/2018,17,,"TEAMSTERS, LOCAL 657",3,,,,,13,16,,,,,"Included: All full-time and regular part-time millwright workers, warehousemen and truck drivers employed by the Employer at 3101 Aniol, San Antonio, Texas.
Excluded: All shipping clerks, assistant shipping clerks, mill supervisors and assistant mill supervisors, warehouse supervisors and assistant warehouse supervisors, territory managers, office clericals, guards and supervisors as defined by the Act.",,,
"Region 09, Cincinnati, Ohio",09-RC-208136,"CERADYNE, INC. A 3M COMPANY",Closed,10/17/2017,04/17/2019,"Withdrawal Non-adjusted",Lexington,KY,A,"Single Labor Organization",Initial,06/20/2018,72,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union",29,,,,,39,68,,1,,,"All full-time and regular part-time production and maintenance employees, including lead production and maintenance employees, employed by the Employer at its facility located at 2416 Merchant Street, Lexington, Kentucky; but excluding all other employees, office clerical employees, professional employees, confidential employees, guards and supervisors as defined in the Act.",,,
"Region 09, Cincinnati, Ohio",09-RC-208136,"CERADYNE, INC. A 3M COMPANY",Closed,10/17/2017,04/17/2019,"Withdrawal Non-adjusted",Lexington,KY,A,"Single Labor Organization",Initial,06/20/2018,72,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union",29,,,,,39,68,,1,,,"All full-time and regular part-time production and maintenance employees, including lead production and maintenance employees, employed by the Employer at its facility located at 2416 Merchant Street, Lexington, Kentucky; but excluding all other employees, office clerical employees, professional employees, confidential employees, guards and supervisors as defined in the Act.",,,
"Region 02, New York, New York",02-RC-201730,"9th Avenue Hotel Property Holding LLC d/b/a Cassa Hotel Times Square, VIP Concierge, Inc. and A&R Building Solution, Inc., as joint employers",Closed,06/30/2017,06/22/2018,"Certific. of Representative","New York",NY,A,"Single Labor Organization",Initial,06/14/2018,30,,"New York Hotel and Motel Trades Council, AFL-CIO",16,,,,,3,19,,10,,"New York Hotel and Motel Trades Council, AFL-CIO","INCLUDED: All full-time and regular part-time housekeepers, handy persons, house persons, breakfast attendants, doormen, front desk personnel, and night auditors working at Cassa Hotel, 515 9th Avenue, New York, New York.

EXCLUDED: All other employees, including office clerical employees, superintendents, resident managers, and guards, and professional employees and supervisors as defined by the Act.",,,
"Region 06, Pittsburgh, Pennsylvania",06-RD-210238,"New Enterprise Stone & Lime Co., Inc.",Closed,11/21/2017,06/14/2018,"Certification of Results",Tyrone,PA,A,"Single Labor Organization",Initial,06/06/2018,15,,"General Teamsters, Chauffeurs, Warehousemen and Helpers of America, Local Union No. 110 a/w International Brotherhood of Teamsters",7,,,,,8,15,,,,"General Teamsters, Chauffeurs, Warehousemen and Helpers of America, Local Union No. 110 a/w International Brotherhood of Teamsters","All full-time and regular part-time quarry heavy equipment operators, quarry plant persons and quarry welders employed at the Employer's Tyrone, Pennsylvania, Quarry; but excluding all office clerical employees, guards, mechanics and shop laborers, professional employees and supervisors as defined in the Act, and all other employees.",,,
"Region 21, Los Angeles, California",21-RC-209949,"Southern California Edison Company",Closed,11/15/2017,06/11/2018,"Certification of Results",Rosemead,CA,A,"Single Labor Organization",Initial,05/21/2018,722,19,"International Brotherhood of Electrical Workers, Local 47",247,,,,,351,598,,,,,"Included:  All employees classified as Planner 1, Planner 1–trainee, Planner 2, Planner 2– trainee, Planner 3, Designer 1, and Designer 2 employees employed by the Employer.

Excluded:  All other employees, Analysts, Administrative Aides, office clerical employees, professional employees, managerial employees, guards and supervisors as defined in the Act.",,,
"Region 14, Saint Louis, Missouri",14-RD-210506,"Marathon Petroleum Logistics Services, LLC",Closed,11/27/2017,06/07/2018,"Certific. of Representative","Wood River",IL,A,"Revised Single Labor Org",Rerun,05/21/2018,21,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO-CLC",11,,,,,10,21,,,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO-CLC","All full-time and regular part-time employees employed by the Employer at its Wood River, Illinois facility, excluding, office clerical employees, managers, supervisors, and guards, as defined by the Act.",,,
"Region 14, Saint Louis, Missouri",14-RD-197659,"Kansas City Steel Werx Inc.",Closed,04/27/2017,06/21/2018,"Certification of Results","Kansas City",MO,A,"Single Labor Organization",Initial,05/18/2018,16,,"Shopmen's Local No. 518 of the International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers, affiliated with the AFL-CIO",6,,,,,8,14,,1,,"Shopmen's Local No. 518 of the International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers, affiliated with the AFL-CIO","All full-time and regular part-time production and maintenance employees engaged in the fabrication of iron, steel, metal and other products, or in maintenance work in or about the Employer’s facility located at 2815 E. 85th Street, Kansas City, Missouri 64132, but EXCLUDING all office clerical employees, professional employees, confidential employees, guards and supervisors as defined in the Act.",,,
"Region 25, Indianapolis, Indiana",25-RD-191100,"Good Shepherd Manor, Inc.",Closed,01/11/2017,05/24/2018,"Certific. of Representative",Momence,IL,A,"Single Labor Organization",Initial,05/16/2018,109,1,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME) COUNCIL 31, AFL-CIO",73,,,,,18,91,,7,,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME) COUNCIL 31, AFL-CIO","All full-time and regular part-time non-professional employees including careworkers, instructors, trainers, infirmary technicians, receptionists, custodial service workers, maintenance employees, administrative support staff, assistant program directors, assistant supervisors, food service workers, secretaries, licensed practical nurses and transport staff employed by the Employer at its facility located at 4129 N. Rt. 1-17, Momence, IL 60954; BUT EXCLUDING all professional employees, managerial employees, and guards and supervisors as defined by the Act.",,,
"Region 18, Minneapolis, Minnesota",18-RC-199481,"Teal Lake Senior Living Community, Inc.",Closed,05/25/2017,05/10/2018,"Certific. of Representative",Negaunee,MI,A,"Single Labor Organization",Rerun,05/03/2018,31,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied industrial and Service Workers International Union, District 2",16,,,,,8,24,,,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied industrial and Service Workers International Union, District 2","All full-time and regular part-time Housekeeping, Maintenance, Reception, Activities, Direct Care, and Dietary employees employed by the Employer at its Negaunee, Michigan facility; but excluding LPNs, RNs, managers, confidential employees, and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-205598,"Paragon Systems, Inc.",Closed,09/05/2017,05/10/2018,"Certific. of Representative",Washington,DC,A,"Revised Two Labor Orgs",Initial,05/02/2018,72,1,"Fraternity of American Protective Officers (FAPO)",22,"National League of Justice and Security Professionals (NLJSP)",1,,,,23,,,,"Fraternity of American Protective Officers (FAPO)","All full-time and regular part-time uniformed officers and sergeants employed by the Employer at the Department of Education, currently located at 400 Maryland Avenue SW, Washington D C and 550 12th Street NW Washington, D C but excluding all Lieutenants Captains Majors professional employees office clerical employees managers and supervisors as defined in the Act",,,
"Region 01, Boston, Massachusetts",01-RD-203382,"SSC Mystic Operating Company, LLC d/b/a Pendleton Health & Rehabilitation Center",Closed,07/31/2017,04/27/2018,"Certification of Results",Mystic,CT,A,"Single Labor Organization",Initial,04/18/2018,87,1,"New England Health Care Employees Union, District 1199, SEIU",23,,,,,38,61,,8,,,"All full-time and regular part-time employees working in the following classifications at the Employer's Mystic, CT facility: Licensed Practical Nurse, Resident Care Specialist, Resident Care Advisor, Food Service Aide, Cook, Maintenance Technician, Rehab Aid, Activities Assistant, Central Supply Coordinator, Unit Assistant and Health Information/Medical Records Clerk; but excluding all other employees, Housekeeping and Laundry employees, Occupational Therapist, Occupational Therapy Assistant, Speech Therapist, Registered Nurses, Physical Therapist, Physical Therapist Assistant, Unit Coordinators, Registered Dieticians, Social Workers, MDS Coordinators, Business Office employees, Admissions employees, Scheduler, Receptionists, Department Managers, and other professional employees, guards, and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-208732,"The French Bread Factory, Inc.",Closed,10/26/2017,04/23/2018,"Certification of Results",Sterling,VA,A,"Revised Single Labor Org",Initial,04/13/2018,10,,"United Food and Commercial Workers Union, Local 400",5,,,,,5,10,,,,,"All full-time and regular part-time drivers employed by the Employer at its Sterling, Virginia facility, but excluding all bakery employees, all office clerical employees, managerial employees, professional employees, guards and supervisors as defined in the Act.",,,
"Region 02, New York, New York",02-RD-203616,"Morris Pharmacy Inc., d/b/a Windsor Pharmacy",Closed,08/03/2017,04/13/2018,"Certific. of Representative","New York",NY,A,"Single Labor Organization",Initial,04/05/2018,11,,"Local 338, Retail, Wholesale and Department Store Union/United Food and Commercial Workers",7,,,,,4,11,,,,"Local 338, Retail, Wholesale and Department Store Union/United Food and Commercial Workers","Included: All full-time and regular part-time pharmacists employed by the Employer at 1419 Avenue of the Americas, New York, NY.
Excluded: All other employees, including thenon-professional employees listed in Unit B, executives, non-working supervisors, armed guards, and supervisors as defined in the Act.","Included: All full-time and regular part-time non-professional employees employed by the Employer at 1419 Avenue of the Americas, New York, NY.   
Excluded: All other employees, including te professional employees listed in Unit A , executives, non-working supervisors, armed guards, and supervisors as defined in the Act.","Included: All full-time and regular part-time non-professional employees employed by the Employer at 1419 Avenue of the Americas, New York, NY.   
Excluded: All other employees, including te professional employees listed in Unit A , executives, non-working supervisors, armed guards, and supervisors as defined in the Act.","Included: All full-time and regular part-time non-professional employees employed by the Employer at 1419 Avenue of the Americas, New York, NY.   
Excluded: All other employees, including te professional employees listed in Unit A , executives, non-working supervisors, armed guards, and supervisors as defined in the Act."
"Region 04, Philadelphia, Pennsylvania",04-RC-205272,"First Student, Inc.",Closed,08/29/2017,04/10/2018,"Certific. of Representative","Plymouth Meeting",PA,A,"Single Labor Organization",Rerun,03/15/2018,324,,"United Steel, paper and Forestry, Rubber, Manufacturing, Energy, Allied-Industrial, and Service Workers International Union, AFL, CIO-CLC, Local 10-286",80,,,,,40,120,,2,,"United Steel, paper and Forestry, Rubber, Manufacturing, Energy, Allied-Industrial, and Service Workers International Union, AFL, CIO-CLC, Local 10-286","Included:  All full-time and regular part-time drivers, monitors, and aids employed by the Employer from its 2201 E. Allegheny Avenue, Philadelphia, PA facility.
Excluded:  All other employees, including office and clerical employees, managers, guards and supervisors as defined in the Act.",,,
"Region 20, San Francisco, California",20-RC-205590,"North Hawaii Community Hospital, Inc. (NHCH)",Closed,09/01/2017,03/23/2018,"Certific. of Representative",Kamuela,HI,A,"Single Labor Organization",Rerun,03/15/2018,34,,"International Longshore & Warehouse Union, Local 142",22,,,,,6,28,,,,"International Longshore & Warehouse Union, Local 142","INCLUDED: All full-time, regular part-time and call-in (PRN) technical employees employed by the Employer. 

EXCLUDED: Supervisors; Managers; Security; Technical Workers not employed by the Employer; and Traveling Technical Workers.",,,
"Region 10, Atlanta, Georgia",10-RD-196425,"Wellstar Atlanta Medical Center",Closed,04/07/2017,03/19/2018,"Certification of Results",Atlanta,GA,A,"Single Labor Organization",Initial,03/09/2018,437,,"Southern Region, Workers United, SEIU",60,,,,,229,289,,4,,,"All full-time and regular part-time employees, including eligible per diem employees* employed by the Employer at its Atlanta Medical Center located at 303 Parkway Drive NE, Atlanta, Georgia, 30312, in the following combined unit:  1) technical employees; 2) skilled maintenance employees; and 3) service and maintenance employees; but excluding all other employees, managers, supervisors, confidential employees, guards, physicians residents, central business office employees (whether facility based or not) who are solely engaged in qualifying or collection activities or are employed by another entity, such as Syndicated Office Systems or Patient Financial Services, employees of outside registries and other agencies supplying labor to the Employer and already represented employees.",,,
"Region 29, Brooklyn, New York",29-RD-206581,"Inwood Material Terminal LLC",Closed,09/21/2017,01/30/2019,"Certification of Results",Inwood,NY,A,"Single Labor Organization",Initial,03/08/2018,,,"United Plant and Production Workers Local 175",,,,,,11,11,,1,,,,,,
"Region 01, Boston, Massachusetts",01-RC-210271,"Arbour Elder Services, Inc. dba Arbour Counseling Services Norwell",Closed,11/21/2017,03/15/2018,"Certification of Results",Norwell,MA,A,"Revised Single Labor Org",Initial,03/06/2018,35,,"1199SEIU United Healthcare Workers East",16,,,,,17,33,,,,"1199SEIU United Healthcare Workers East","VOTING GROUP - UNIT A (PROFESSIONAL UNIT):
All full-time, regular part-time, and per-diem (who work an average of 4 hours per week in the payroll quarter preceding the eligibility date) professional employees  including Outpatient Clinicians, Therapy Supervisors, Partial Hospitalization Program Clinicians, Nurse Practitioners, Psychotherapists, and SOAP Clinicians employed by the Employer at its Norwell, MA facility; but excluding all other employees, non-professional employees, confidential employees, managerial employees, guards, and supervisors as defined in the Act.  

VOTING GROUP - UNIT B (NON-PROFESSIONAL UNIT):
All full-time and regular part-time non-professional employees including Admin-Receptionists, Intake employees, Admin staff employees, Senior Admin staff employees, and Transporters employed by the Employer at its Norwell, MA facility; but excluding all other employees, professional employees, confidential employees, managerial employees, guards, and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-209372,"Paragon Systems, Inc.",Closed,11/07/2017,03/14/2018,"Certific. of Representative",Herndon,VA,A,"Two Labor Organizations",Rerun,03/05/2018,38,,"Law Enforcement Officers Security Unions LEOSU-DC, LEOS-PBA",6,"National Association of Special Police and Security Officers NASPSO",4,,,,10,,,,"Law Enforcement Officers Security Unions LEOSU-DC, LEOS-PBA","Included:  All full-time and regular part-time armed security officers employed by the Employer at the General Services Administration Regional Office Building located at 301 7th Street, S.W. Washington, DC 20024
Excluded:  All office clerical employees, managerial employees, and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-209372,"Paragon Systems, Inc.",Closed,11/07/2017,03/14/2018,"Certific. of Representative",Herndon,VA,A,"Two Labor Organizations",Initial,03/05/2018,38,,"Law Enforcement Officers Security Unions LEOSU-DC, LEOS-PBA",6,"National Association of Special Police and Security Officers NASPSO",4,,,,10,,,,"Law Enforcement Officers Security Unions LEOSU-DC, LEOS-PBA","Included:  All full-time and regular part-time armed security officers employed by the Employer at the General Services Administration Regional Office Building located at 301 7th Street, S.W. Washington, DC 20024
Excluded:  All office clerical employees, managerial employees, and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RD-210125,"Watkins Security Agency of DC, Inc.",Closed,11/20/2017,03/14/2018,"Certific. of Representative",Washington,DC,A,"Three Labor Organizations",Rerun,03/05/2018,82,1,"Governed United Security Professionals (GUSP)",22,"International Union, Security, Police and Fire Professionals of America (SPFPA)",1,"UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA INTERNATIONAL UNION LOCAL 292",4,,27,,,,"Governed United Security Professionals (GUSP)","All full-time and regular part-time armed security guards employed by the Employer at its location at the U.S. Department of Housing and Urban Development headquarters currently located at 451 7th Street, S.W., Washington, D.C., excluding all captains, lieutenants, office clerical employees, professional employees, managerial employees and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RD-210125,"Watkins Security Agency of DC, Inc.",Closed,11/20/2017,03/14/2018,"Certific. of Representative",Washington,DC,A,"Three Labor Organizations",Rerun,03/05/2018,82,1,"Governed United Security Professionals (GUSP)",22,"International Union, Security, Police and Fire Professionals of America (SPFPA)",1,"UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA INTERNATIONAL UNION LOCAL 292",4,,27,,,,"Governed United Security Professionals (GUSP)","All full-time and regular part-time armed security guards employed by the Employer at its location at the U.S. Department of Housing and Urban Development headquarters currently located at 451 7th Street, S.W., Washington, D.C., excluding all captains, lieutenants, office clerical employees, professional employees, managerial employees and supervisors as defined in the Act.",,,
"Region 32, Oakland, California",32-RC-210194,"Triple Canopy, Inc.",Closed,11/20/2017,03/07/2018,"Certific. of Representative",Fresno,CA,A,"Two Labor Organizations",Run-off,02/27/2018,87,4,"United Government Security Officers of America Local 310",10,"International Union, Security, Police and Fire Professionals of America (SPFPA)",25,,,,35,,,,"International Union, Security, Police and Fire Professionals of America (SPFPA)","All full-time and regular part-time armed and unarmed security officers employed by the Employer under the Department of Homeland Security contract covering the Central California Region including the counties of Fresno, Madera, Kern, Kings, Inyo, Monterey, San Benito, Tulare, Mariposa, Merced, Mono, Santa Cruz, and Santa Clara; excluding all office clerical employees, professional employees, and supervisors as defined in the Act.",,,
"Region 02, New York, New York",02-RC-212086,"FSRNY CREF 546 LLC",Closed,12/21/2017,03/05/2018,"Certification of Results","New York",NY,A,"Single Labor Organization",Rerun,02/23/2018,11,,"Service Employees International Union, Local 32BJ",4,,,,,7,11,,,,,"Included:  All full-time and regular part-time building service workers employed by the EMployer at the facility located at 535 West 43rd Street, New York, NY.

Excluded:  All other employees, including office clerical employees, superintendents, resident managers, and guards, and professional employees and supervisors as defined by the Act.",,,
