Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 31, Los Angeles, California",31-RC-356388,"University of Southern California",Open,12/10/2024,,,"Los Angeles",CA,A,"Single Labor Organization",Initial,06/02/2026,2722,88,"United Faculty-UAW",1272,,,,,549,1821,,208,,"United Faculty-UAW","Included: All full-time, part-time and/or adjunct Research-track, Teaching-track, Practitioner track, and/or Clinical-track faculty (collectively referred to as “RTPC Faculty” and/or “Non- Tenure Track Faculty”) employed by the University of Southern California in Los Angeles County.

Excluded: All tenured or tenure-track faculty; all faculty in the Keck School of Medicine; all faculty employed at Children's Hospital Los Angeles; all part-time and/or adjunct faculty in the USC School of Cinematic Arts; all visiting faculty; all emeritus faculty; all RTPC faculty permanently employed outside Los Angeles County; all non-faculty employees; and all managers, guards, and supervisors as defined in the Act, as amended.",,,
"Region 29, Brooklyn, New York",29-RC-335614,"Alante Security Group Inc.",Closed,02/13/2024,06/08/2026,"Certific. of Representative",Jamaica,NY,A,"Two Labor Organizations",Initial,05/28/2026,93,,"United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association",63,"International Union, Security, Police and Fire Professionals of America (SPFPA)",5,,,,65,,3,,"United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association","Included: All full-time and regular part-time security officers performing guard duties as defined in section 9(b)(3) of the National Labor Relations Act, employed by the Employer in New York, Kings, Queens, Bronx, Richmond, and Westchester Counties 

Excluded: All administrative and clerical, professional, confidential, seasonal, non-guard employees, managerial personnel, and supervisors as defined by the National Labor Relations Act.",,,
"Region 28, Phoenix, Arizona",28-RC-344449,"True Concord Voices and Orchestra, Inc.",Closed,06/14/2024,07/08/2026,"Certific. of Representative",Tucson,AZ,A,"Single Labor Organization",Initial,05/15/2026,47,1,"Tucson Federation of Musicians, AFM, Local 33",31,,,,,6,37,,,,"Tucson Federation of Musicians, AFM, Local 33","Included:  All full-time and regular part-time orchestra musicians employed by the Employer out of its Tucson, Arizona facility.

Excluded:  All other employees, choral musicians, office clerical employees, professional employees, managerial employees, confidential employees, and guards and supervisors as defined in the Act.
",,,
"Region 14, Saint Louis, Missouri",14-RC-353703,"Dold Foods LLC",Open,10/30/2024,,,Wichita,KS,A,"Single Labor Organization",Rerun,04/16/2026,598,8,"United Food and Commercial Workers District Union Local Two",200,,,,,313,513,,8,,"United Food and Commercial Workers District Union Local Two","All full-time and regular part-time Production Employees, Quality Control Employees, Maintenance Employees, Shipping Employees, and Janitors employed by the Employer at its 2929 North Ohio Street, Wichita, Kansas facility, but EXCLUDING all clerical employees, professional employees, managers, office clerks, human resources trainers, confidential employees, guards and supervisors as defined in the Act.",,,
"Region 29, Brooklyn, New York",29-RM-337856,"Allied New York Services, Inc.",Open,03/11/2024,,,Jamaica,NY,A,"Single Labor Organization",Initial,03/09/2026,38,,"International Brotherhood of Teamsters, Local 553",11,,,,,7,18,,1,,"International Brotherhood of Teamsters, Local 553","Included: All full-time and regular part-time Fueling Supervisors/Dispatchers/Operations Supervisors, Maintenance Supervisors, and Tank Farm Supervisors employed by the Employer at its JFK International Airport, Jamaica, New York, location.
Excluded: All other employees including office clerical employees, managers, guards, and supervisors as defined by the Act.",,,
"Region 21, Los Angeles, California",21-RC-350524,"Providence St. Jude Medical Center",Closed,09/13/2024,03/02/2026,"Certification of Results",Fullerton,CA,A,"Revised Single Labor Org",Initial,02/19/2026,386,3,"National Union of Healthcare Workers (NUHW)",159,,,,,194,353,,,,,"Included:  All full-time, regular part-time and per diem technical employees, including Anesthesia Technicians, Certified Occupational Therapy Assistants, CT Technologists, Endoscopic Technicians, Lead Anesthesia Technicians, Lead Endoscopic Technicians, Lead Mammography Technologists, Lead MRI Technologists, Lead Radiation Therapists, Lead Radiology Interventional Technologists, Lead Radiology Technologists, Lead Respiratory Care Practitioners, Lead Surgical Technicians, Lead Vascular Technologists, LPN LVNs, Mammography Technologists, Medical Laboratory Technicians, MRI Technologists, Neurology Technologists, Non-Certified Surgical Technicians, Nuclear Medicine Technologists, Physical Therapy Assistants, Polysomnographers, Pulmonary Navigators, Radiation Therapists, Radiology Interventional Technologists, Radiology Technologists, Respiratory Care Practitioners, Senior Certified Occupational Therapy Assistants, Senior CT Technologists, Senior Endoscopic Technicians, Senior Mammography Technicians, Senior MRI Technologists, Senior Nuclear Medicine Technologists, Senior Physical Therapy Assistants, Senior Radiation Therapists, Senior Radiology Interventional Technologists, Senior Radiology Technologists, Senior Respiratory Care Practitioners, Senior Surgical Technicians, Senior Ultrasound Technologists, Surgical Technicians, and Ultrasound Technologists, employed by the Employer at its facilities located at 101 East Valencia Mesa Drive, Fullerton, CA 92835, 4300 Rose Drive, Yorba Linda, CA 92886, 2151 North Harbor Boulevard, Fullerton, CA 92835, 2141 North Harbor Boulevard, Fullerton, CA 92835, 1839 Sunnycrest Drive, Fullerton, CA 92835 and 2767 East Imperial Highway, Brea, CA 92821.

Eligible to vote are all per diem employees in the unit who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.

Excluded:  All other employees, other represented employees, physicians, registered nurses, other professional employees, skilled maintenance employees, business office clerical employees, guards, other non-professional employees, managerial employees, confidential employees, and supervisors as defined in the Act.

Others Permitted to Vote: The parties have agreed that Associate Pharmacy Technicians, Associate Speech Language Pathologists, Associate Sterile Processing Technicians, Histotechnologists, Lead Sterile Processing Technicians, Massage Therapists, Obstetrics Technicians, Pharmacy Buyers, Pharmacy Technicians, Senior Histotechnologists, Senior Pharmacy Technicians, Senior Pharmacy Program Specialists, Senior Sterile Processing Technicians, and Sterile Processing Technicians, may vote in the election but their ballots will be challenged since their eligibility has not been resolved. No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.

",,,
"Region 28, Phoenix, Arizona",28-RC-350562,"NRG Services, Inc.",Open,09/13/2024,,,Albuquerque,NM,A,"Single Labor Organization",Initial,12/19/2025,180,,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists & Allied Crafts of the United States, its Territories and Canada, Local No. 423",36,,,,,14,60,,10,,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists & Allied Crafts of the United States, its Territories and Canada, Local No. 423","INCLUDED: All employees of NRG Services, Inc. who worked at least two events within the last twelve months preceding September 10, 2025 in Albuquerque, New Mexico. 

EXCLUDED:	All managers, security guards, and supervisors as defined by the Act.
",,,
"Region 21, Los Angeles, California",21-RC-343347,"Linden Oaks",Closed,05/30/2024,12/31/2025,"Certification of Results","Buena Park",CA,A,"Single Labor Organization",Initial,12/18/2025,21,,"Communication Workers of America, Local 9510",3,,,,,12,15,,,N,,"Included:  All full-time and regular part-time Teachers, Education Specialist Interns, Substitute Teachers, Teachers on Special Assignment, Speech Language Pathologists, Occupational Therapists, Adapted Physical Education Instructors, and Counselors employed by the Employer at its facilities currently located at 8699 Holder Street, Buena Park, CA 90620 and 43385 Business Park Drive, #140, Temecula, CA 92590.

Excluded:  All other employees, Payroll Managers, office clerical employees, confidential employees, managerial employees, guards, and supervisors as defined in the Act.

",,,
"Region 21, Los Angeles, California",21-RC-341150,"San Diego Gas & Electric Company",Closed,04/29/2024,12/30/2025,"Certific. of Representative","San Diego",CA,A,"Single Labor Organization",Initial,12/16/2025,6,,"Local Union 465 International Brotherhood of Electrical Workers",6,,,,,,6,,,,"Local Union 465 International Brotherhood of Electrical Workers","Included:  All full-time and regular part-time Operations Shift Supervisors employed by the Employer at its facility currently located at 9060 Friars Road, San Diego, California. 

Excluded:  All other employees, office clerical employees, confidential employees, professional employees, managerial employees, guards, and supervisors as defined in the Act. 

If a majority of valid ballots are cast for the Petitioner, Local Union 465 International Brotherhood of Electrical Workers, they will be taken to have indicated the employees’ desire to be included in the existing unit currently represented by the Petitioner as described in the collective-bargaining agreement between the Employer and the Petitioner effective September 1, 2022.  If a majority of valid ballots are not cast for representation, they will be taken to have indicated the employees’ desire to remain unrepresented.
",,,
"Region 21, Los Angeles, California",21-RC-339388,"Leo Marine Services, Inc.",Closed,04/05/2024,12/22/2025,"Certification of Results","San Pedro",CA,A,"Single Labor Organization",Initial,12/12/2025,15,,"International Organization of Masters, Mates & Pilots",1,,,,,8,9,,1,,,"Included:  All full-time and regular part-time tugboat captains employed by the Employer at or out of the Employer’s operations currently located in the Los Angeles Harbor Region, including the Employer’s facility located at LA Berth 301, 1610 Barracuda Street, San Pedro, CA 90731.

Excluded:  All other employees, Working Port Captains, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act.  
",,,
"Region 21, Los Angeles, California",21-RC-337193,"Total Renal Care, Inc. d/b/a DaVita Cathedral City Dialysis Center",Closed,03/04/2024,12/17/2025,"Certification of Results","Cathedral City",CA,B,"Single Labor Organization",Initial,12/09/2025,17,,"Service Employees International Union, United Healthcare Workers - West",,,,,,14,14,,1,,,"VOTING GROUP A (PROFESSIONAL) 

Included:  All full-time, regular part-time, and eligible per diem Registered Nurses (In-Center Hemodialysis (ICHD), Peritoneal Dialysis (PD), and Home Hemodialysis (HHD)) and Clinical Coordinators (ICHD and PD) employed by the Employer at and out of Total Renal Care, Inc. d/b/a/ DaVita Cathedral City Dialysis Center, currently located at 30885 Date Palm Drive, Cathedral City, California 92234.

Also eligible to vote are all employees in the voting groups who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election. 

Excluded:  All other employees, guards, and supervisors as defined by the Act. 

","VOTING GROUP B (NON-PROFESSIONAL) 

Included:  All full-time, regular part-time, and eligible per diem Administrative Assistants, Patient Care Technicians (In-Center Hemodialysis (ICHD), Peritoneal Dialysis (PD), and Home Hemodialysis (HHD)), Licensed Vocational Nurses (ICHD and PD), and Licensed Practical Nurses (ICHD and PD) employed by the Employer at and out of Total Renal Care, Inc. d/b/a/ DaVita Cathedral City Dialysis Center, currently located at 30885 Date Palm Drive, Cathedral City, California 92234.

Also eligible to vote are all employees in the voting groups who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election. 

Excluded:  All other employees, guards, and supervisors as defined in the Act. 
","VOTING GROUP B (NON-PROFESSIONAL) 

Included:  All full-time, regular part-time, and eligible per diem Administrative Assistants, Patient Care Technicians (In-Center Hemodialysis (ICHD), Peritoneal Dialysis (PD), and Home Hemodialysis (HHD)), Licensed Vocational Nurses (ICHD and PD), and Licensed Practical Nurses (ICHD and PD) employed by the Employer at and out of Total Renal Care, Inc. d/b/a/ DaVita Cathedral City Dialysis Center, currently located at 30885 Date Palm Drive, Cathedral City, California 92234.

Also eligible to vote are all employees in the voting groups who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election. 

Excluded:  All other employees, guards, and supervisors as defined in the Act. 
","VOTING GROUP B (NON-PROFESSIONAL) 

Included:  All full-time, regular part-time, and eligible per diem Administrative Assistants, Patient Care Technicians (In-Center Hemodialysis (ICHD), Peritoneal Dialysis (PD), and Home Hemodialysis (HHD)), Licensed Vocational Nurses (ICHD and PD), and Licensed Practical Nurses (ICHD and PD) employed by the Employer at and out of Total Renal Care, Inc. d/b/a/ DaVita Cathedral City Dialysis Center, currently located at 30885 Date Palm Drive, Cathedral City, California 92234.

Also eligible to vote are all employees in the voting groups who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election. 

Excluded:  All other employees, guards, and supervisors as defined in the Act. 
"
"Region 21, Los Angeles, California",21-RC-337193,"Total Renal Care, Inc. d/b/a DaVita Cathedral City Dialysis Center",Closed,03/04/2024,12/17/2025,"Certification of Results","Cathedral City",CA,A,"Single Labor Organization",Initial,12/09/2025,11,,"Service Employees International Union, United Healthcare Workers - West",,,,,,9,9,,,,,"VOTING GROUP A (PROFESSIONAL) 

Included:  All full-time, regular part-time, and eligible per diem Registered Nurses (In-Center Hemodialysis (ICHD), Peritoneal Dialysis (PD), and Home Hemodialysis (HHD)) and Clinical Coordinators (ICHD and PD) employed by the Employer at and out of Total Renal Care, Inc. d/b/a/ DaVita Cathedral City Dialysis Center, currently located at 30885 Date Palm Drive, Cathedral City, California 92234.

Also eligible to vote are all employees in the voting groups who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election. 

Excluded:  All other employees, guards, and supervisors as defined by the Act. 

","VOTING GROUP B (NON-PROFESSIONAL) 

Included:  All full-time, regular part-time, and eligible per diem Administrative Assistants, Patient Care Technicians (In-Center Hemodialysis (ICHD), Peritoneal Dialysis (PD), and Home Hemodialysis (HHD)), Licensed Vocational Nurses (ICHD and PD), and Licensed Practical Nurses (ICHD and PD) employed by the Employer at and out of Total Renal Care, Inc. d/b/a/ DaVita Cathedral City Dialysis Center, currently located at 30885 Date Palm Drive, Cathedral City, California 92234.

Also eligible to vote are all employees in the voting groups who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election. 

Excluded:  All other employees, guards, and supervisors as defined in the Act. 
","VOTING GROUP B (NON-PROFESSIONAL) 

Included:  All full-time, regular part-time, and eligible per diem Administrative Assistants, Patient Care Technicians (In-Center Hemodialysis (ICHD), Peritoneal Dialysis (PD), and Home Hemodialysis (HHD)), Licensed Vocational Nurses (ICHD and PD), and Licensed Practical Nurses (ICHD and PD) employed by the Employer at and out of Total Renal Care, Inc. d/b/a/ DaVita Cathedral City Dialysis Center, currently located at 30885 Date Palm Drive, Cathedral City, California 92234.

Also eligible to vote are all employees in the voting groups who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election. 

Excluded:  All other employees, guards, and supervisors as defined in the Act. 
","VOTING GROUP B (NON-PROFESSIONAL) 

Included:  All full-time, regular part-time, and eligible per diem Administrative Assistants, Patient Care Technicians (In-Center Hemodialysis (ICHD), Peritoneal Dialysis (PD), and Home Hemodialysis (HHD)), Licensed Vocational Nurses (ICHD and PD), and Licensed Practical Nurses (ICHD and PD) employed by the Employer at and out of Total Renal Care, Inc. d/b/a/ DaVita Cathedral City Dialysis Center, currently located at 30885 Date Palm Drive, Cathedral City, California 92234.

Also eligible to vote are all employees in the voting groups who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election. 

Excluded:  All other employees, guards, and supervisors as defined in the Act. 
"
"Region 28, Phoenix, Arizona",28-RC-349723,"Backstage Employment & Referral, Inc.",Closed,09/04/2024,06/02/2026,"Certification of Results","Las Vegas",NV,A,"Single Labor Organization",Initial,09/24/2025,31,,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, its Territories and Canada, Local 720, AFL-CIO, CLC",9,,,,,14,27,,4,,,"Included: All full-time, regular part-time, and on-call warehouse workers, museum archivists, personal assistants, and stagehands, including wardrobe, audio, video, lighting, spotlight, props, camera, and rigging employees.

OTHERS PERMITTED TO VOTE: At this time, no decision has been made regarding whether the warehouse manager is included in, or excluded from, the bargaining unit, and individual employed in that classification may vote in the election, but his ballot shall be challenged by the Board agent since his eligibility has not been resolved.  The eligibility or inclusion of this individual will be resolved, if necessary, following the election.

Excluded: All other employees, including guards and supervisors as defined by the Act.

",,,
"Region 14, Saint Louis, Missouri",14-RD-349012,"PepsiCo Beverages North America (PBNA), an Operating Unit of PepsiCo Inc.",Closed,08/26/2024,09/25/2025,"Certification of Results",Tulsa,OK,A,"Revised Single Labor Org",Initial,09/05/2025,59,,"Transport Drivers Union of Beverage Products Corporation, affiliated with International Brotherhood of Teamsters, Local 886",26,,,,,29,55,,,,"Transport Drivers Union of Beverage Products Corporation, affiliated with International Brotherhood of Teamsters, Local 886","All transport drivers employed by the Employer at its facility located at 510 West Skelly Drive, Tulsa, Oklahoma, but EXCLUDING all other employees, in all of the Employer's Divisions, including but without any limitation on the generality of the foregoing, all other drivers, warehouse persons, production employees, maintenance employees, clerical and office employees, guards, watch persons, and supervisors as defined in the Act.",,,
"Region 08, Cleveland, Ohio",08-RD-347508,"Torque 2020 CMA Acquistion LLC dba Cablecraft Motion Controls",Closed,08/01/2024,09/12/2025,"Certification of Results",Bolivar,OH,A,"Single Labor Organization",Rerun,09/03/2025,48,,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",16,,,,,28,44,,,,,"All production and maintenance employees, including shipping employees, inventory control employees, quality assurance employees, and set up employees employed by the Employer at the facility located at 10896 Industrial Parkway N.W., Bolivar, Ohio; excluding all part-time employees, engineers, machinists, material control employees, extrusion employees, production clerical employees, official clerical employees, sales employees, professional employees, guards, confidential employees, temporary employees and supervisors as defined in the Act.",,,
"Region 13, Chicago, Illinois",13-RC-345143,"Nirvana Management Corporation d/b/a Sociale Dispensary",Open,06/26/2024,,,"Park Ridge",IL,A,"Revised Single Labor Org",Initial,08/26/2025,9,,"Local 881, United Food and Commercial Workers Union",5,,,,,5,10,,,,,"Included:  All full-time and regular part-time Wellness Advisors, Agents in Charge, and Inventory Managers employed by the Employer at its facility currently located at 1026 W. Higgins Road, Park Ridge, IL.

Excluded:  All office clerical employees, confidential employees, managerial employees, professional employees, guards and supervisors as defined by the Act.",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-354972,"Highline Warren LLC",Closed,11/15/2024,09/02/2025,"Certification of Results","Glen Dale",WV,A,"Revised Single Labor Org",Initial,08/22/2025,185,2,"Teamsters Local Union No. 697 a/w International Brotherhood of Teamsters",80,,,,,82,162,,,,,"All full-time and regular part-time production and maintenance employees, drivers, and yard jockeys employed at the Employer’s facility located at 601 Baltimore Avenue, Glen Dale, WV 26038, but excluding all office clerical employees, managers, guards, and professional employees and supervisors as defined in the Act, and all other employees.",,,
