"03-RC-264188","4425 Buckley Road, Liverpool, NY, ","Tie"
"04-RC-219602","1770 Tobias Avenue, Manchester, NJ, ","Match","Exact","1770 TOBIAS AVE, MANCHESTER, NJ, 08759","-74.301329387737,40.015175273587","647813355","L","34","029","720205","2011"
"22-RC-160485","314 State Route 12, Flemington, NJ, ","Match","Exact","314 STATE RTE 12, FLEMINGTON, NJ, 08822","-74.898364404022,40.504482123801","60007239","L","34","019","011306","2020"
"13-RC-224191","1103 Butterfield Rd., Aurora, IL, ","No_Match"
"16-RC-296863","1400 East Joe Ramsey Boulevard, Greenville, TX, ","No_Match"
"10-RC-349526","5230 Feldwood Road, Atlanta, GA, 30349","Match","Exact","5230 FELDWOOD RD, ATLANTA, GA, 30349","-84.518686366282,33.611270980874","655025781","L","13","121","010529","3014"
"03-RC-350631","215 N. Cayuga St., Ithaca, NY, 14850","Match","Exact","215 N CAYUGA ST, ITHACA, NY, 14850","-76.498983256691,42.440574313935","18857694","R","36","109","000100","1004"
"20-RC-248051","55 South Mcdonnell Road, San Francisco, CA, ","Match","Non_Exact","55 MCDONNELL RD, SAN FRANCISCO, CA, 94128","-122.398791042133,37.635050749456","640127518","L","06","081","984300","1002"
"04-RC-146141","4400 West Girard Avenue, Philadelphia, PA, ","Match","Exact","4400 W GIRARD AVE, PHILADELPHIA, PA, 19104","-75.21227485816,39.973175518876","131441945","L","42","101","010500","1000"
"13-RC-233935","20 E Chestnut Street, Chicago, IL, ","Match","Exact","20 E CHESTNUT ST, CHICAGO, IL, 60611","-87.627540003493,41.898392521719","635795157","L","17","031","081201","2003"
"01-RC-248828","170 Weston Street, Hartford, CT, ","Match","Exact","170 WESTON ST, HARTFORD, CT, 06120","-72.660544729313,41.79178560058","635727157","R","09","003","980100","1014"
"04-RC-207630","77 Mccullough Drive, New Castle, DE, ","Match","Exact","77 MCCULLOUGH DR, NEW CASTLE, DE, 19720","-75.568061437244,39.691705836216","187282932","L","10","003","016000","2003"
"09-RC-346063","3930 Highway 23, Piketon, OH, ","Match","Exact","3930 US HWY 23, PIKETON, OH, 45661","-83.025448589278,39.016348272003","55071358","R","39","131","952200","4054"
"13-RC-161766","1354 Clifford Ave., Loves Park, IL, ","Match","Exact","1354 CLIFFORD AVE, LOVES PARK, IL, 61111","-89.041569250373,42.318121448106","49276432","L","17","201","000200","3004"
"25-RC-306775","2099 Hypersonic Parkway, West Lafayette, IN, ","Match","Exact","2099 HYPERSONIC PKWY, WEST LAFAYETTE, IN, 47906","-86.946604969365,40.417159996142","654227057","L","18","157","010600","1030"
"01-RC-087939","31 Suffolk Road, Mansfield, MA, ","Match","Exact","31 SUFFOLK RD, MANSFIELD, MA, 02048","-71.239019811706,42.022282444063","46794155","R","25","005","610202","4009"
"16-RC-095086","2027 Independence Pkwy S, Laporte, TX, ","No_Match"
"09-RC-244075","3439 Cincinnati-Dayton Road, Middletown, OH, ","No_Match"
"21-RC-162181","1180 Railroad Street, Corona, CA, ","Match","Exact","1180 RAILROAD ST, CORONA, CA, 92882","-117.583890852494,33.888196633394","194731947","L","06","065","041500","1021"
"19-RC-153605","1117 Spring Street, Friday Harbor, WA, 98250","No_Match"
"13-RC-147457","7508 Saint Louis Ave., Skokie, IL, 60076","Match","Exact","7508 ST LOUIS AVE, SKOKIE, IL, 60076","-87.716404749218,42.01742229564","111742073","L","17","031","807600","3025"
"21-RC-068918","4901 South Boyle Avenue, Vernon, CA, ","Match","Exact","4901 S BOYLE AVE, VERNON, CA, 90058","-118.213078390166,33.999221878141","241240728","R","06","037","980016","1121"
"13-RC-333305","6901 W. 65Th Street, Bedford Park, IL, ","Match","Exact","6901 W 65TH ST, BEDFORD PARK, IL, 60638","-87.792703649475,41.773770733992","112226341","R","17","031","820901","1003"
"13-RC-335966","2535 Veterans Drive, Posen, IL, ","Match","Exact","2535 VETERANS DR, POSEN, IL, 60469","-87.683254505542,41.625560293613","112203017","R","17","031","824800","2027"
"13-RC-285109","815 W Pershing Road, Chicago, IL, ","Match","Exact","815 W PERSHING RD, CHICAGO, IL, 60609","-87.64667442503,41.823389006766","111829177","L","17","031","842600","2000"
"10-RC-325524","1724 Fort Jefferson Hill Road, Wickliffe, KY, ","No_Match"
"18-RC-330534","2500 S. Calhoun Road, New Berlin, WI, ","Match","Exact","2500 S CALHOUN RD, NEW BERLIN, WI, 53151","-88.127738111096,42.998296943228","53822147","L","55","133","201404","2004"
"09-RC-306880","1747 Famous Fourth Division Road, Fort Knox, KY, ","No_Match"
"20-RC-149999","630 Sansome Street And 555 Battery Street, San Francisco, CA, ","Tie"
"05-RC-170708","2331 Mill Road, In Alexandria, VA, ","Match","Non_Exact","2331 MILL RD, ALEXANDRIA, VA, 22314","-77.067396106232,38.802323188388","624439564","R","51","510","200705","1004"
"03-RC-162150","91 North Street And 95 North Street, Arcade, NY, ","Match","Non_Exact","91 NORTH ST, ARCADE, NY, 14009","-78.412561100051,42.539682427423","48879339","L","36","121","971000","2026"
"02-RC-238671","63 Flushing Ave, Brooklyn, NY, 11205","Match","Exact","63 FLUSHING AVE, BROOKLYN, NY, 11205","-73.974935220862,40.698066517854","59100580","L","36","047","054300","1013"
"21-RC-121675","2141 Oceanside Boulevard, Oceanside, CA, ","Match","Exact","2141 OCEANSIDE BLVD, OCEANSIDE, CA, 92054","-117.350733235955,33.197467768222","195284498","R","06","073","018504","2010"
"08-RC-184666","725 State Road, Ashtabula, OH, ","Match","Exact","725 STATE RD, ASHTABULA, OH, 44004","-80.772504644505,41.900523242932","117308695","L","39","007","000300","1021"
"22-RC-129600","1550 Route 22, Bridgewater, NJ, ","No_Match"
"10-RC-350539","3001 E. Governor John Sevier Hwy, Knoxville, TN, ","Match","Exact","3001 E GOVERNOR JOHN SEVIER HWY, KNOXVILLE, TN, 37914","-83.825280095399,35.962766347632","42675418","R","47","093","005401","3016"
"01-RC-289330","75 Mt. Auburn Street, Watertown, MA, 02472","Match","Exact","75 MOUNT AUBURN ST, WATERTOWN, MA, 02472","-71.181132698857,42.36659220422","86865017","R","25","017","370401","2007"
"08-RC-185999","2300 Lagrange Street, Toledo, OH, 43608","Match","Exact","2300 LAGRANGE ST, TOLEDO, OH, 43608","-83.537047488926,41.670944870352","33943568","R","39","095","001800","4008"
"14-RC-296717","2200 River Road, Council Bluffs, IA, ","Match","Exact","2200 RIVER RD, COUNCIL BLUFFS, IA, 51501","-95.906345905349,41.237351454318","613297672","R","19","155","031300","1031"
"06-RC-334753","202 6Th Street, Pittsburgh, PA, 15222","Match","Exact","202 6TH ST, PITTSBURGH, PA, 15222","-80.002189529411,40.442655959805","51633737","R","42","003","020100","2016"
"22-RC-250480","25 Senate Place, Jersey City, NJ, ","Match","Exact","25 SENATE PL, JERSEY CITY, NJ, 07306","-74.067381454931,40.737549735659","59603912","L","34","017","001701","2004"
"03-RC-211673","2 Church Street, Burlington, VT, ","Match","Exact","2 CHURCH ST, BURLINGTON, VT, 05401","-73.212686581126,44.480060858657","135857552","L","50","007","001000","2000"
"05-RC-324480","9200 Powder Mill Road, Laurel, MD, ","Match","Exact","9200 POWDER MILL RD, LAUREL, MD, 20708","-76.848386068566,39.033838747514","76376402","L","24","033","800206","2000"
"08-RC-321543","5385 Clarkins Dr., Youngstown, OH, 44515","Match","Exact","5385 CLARKINS DR, YOUNGSTOWN, OH, 44515","-80.766735409948,41.126037153996","64591029","R","39","099","812500","2035"
"09-RC-284962","465 Wilmer Avenue, Cincinnati, OH, ","No_Match"
"21-RC-133643","1283 Sherborn Street, Corona, CA, ","Match","Exact","1283 SHERBORN ST, CORONA, CA, 92879","-117.532832320278,33.864607971304","195084034","L","06","065","041415","3012"
"10-RC-146807","442 On The Property Of Appalachian Power Co., And Its Subsidiaries In The Commonwealth Of, VA, ","No_Match"
"14-RC-209498","6656 Inland Drive, Kansas City, KS, ","Match","Exact","6656 INLAND DR, KANSAS CITY, KS, 66106","-94.732125342791,39.072182402293","653245700","R","20","209","043802","2007"
"10-RC-060048","2235 Highway 411, Etowah, TN, ","Match","Exact","2235 US HWY 411, ETOWAH, TN, 37331","-84.546567035071,35.279898243109","88539419","R","47","107","970700","1086"
"13-RC-122175","4915 West 122Nd Street, Alsip, IL, ","Match","Exact","4915 W 122ND ST, ALSIP, IL, 60803","-87.742519512834,41.6707459842","111823924","R","17","031","823200","2042"
"04-RC-335905","102 Chandra Drive, Duncannon, PA, ","Match","Exact","102 CHANDRA DR, DUNCANNON, PA, 17020","-77.069812788692,40.399121154825","61063885","R","42","099","030301","2005"
"21-RC-224993","14318 Ohio Street, Baldwin Park, CA, ","Match","Exact","14318 OHIO ST, BALDWIN PARK, CA, 91706","-117.962516030999,34.095372492312","141710838","R","06","037","405101","2004"
"13-RC-232623","701 Central Avenue, University Park, IL, ","Match","Exact","701 CENTRAL AVE, UNIVERSITY PARK, IL, 60484","-87.748113203419,41.453230521831","111616265","R","17","197","883602","3023"
"18-RC-305589","5900 E. University Avenue, Pleasant Hill, IA, 50327","No_Match"
"19-RC-293932","17101 27Th Ave N, Marysville, WA, ","Match","Non_Exact","17101 27TH AVE NE, MARYSVILLE, WA, 98271","-122.193646114714,48.151747607717","187794829","L","53","061","053102","1001"
"05-RC-119438","600 Coast Guard Drive, In Kearneysville, WV, ","No_Match"
"22-RC-236197","500 Harbor Boulevard, Weehawken, NJ, ","No_Match"
"21-RC-300376","3581 Cummings Road, San Diego, CA, ","No_Match"
"08-RC-127213","1500 Brookpark Road, Cleveland, OH, ","Match","Exact","1500 BROOKPARK RD, CLEVELAND, OH, 44109","-81.691167324405,41.419330605788","656536810","R","39","035","107000","2019"
"22-RC-347970","2 Porete Avenue, North Arlington, NJ, ","Match","Exact","2 PORETE AVE, NORTH ARLINGTON, NJ, 07031","-74.128640109283,40.774418998116","64399609","R","34","003","038100","6012"
"03-RC-162167","816 Burdick Street, Schenectady, NY, ","Match","Non_Exact","816 BURDECK ST, SCHENECTADY, NY, 12306","-74.002420699579,42.796938641039","18037628","R","36","093","032602","1074"
"13-RC-135485","1640 East North Street, Crown Point, IN, ","Match","Exact","1640 E NORTH ST, CROWN POINT, IN, 46307","-87.344203357835,41.420239934231","606282061","R","18","089","043003","2030"
"01-RC-292965","874 Commonwealth Ave, Brookline, MA, 02446","No_Match"
"21-RC-198111","3661 Valley Centre Drive, San Diego, CA, ","Match","Exact","3661 VALLEY CENTRE DR, SAN DIEGO, CA, 92130","-117.234434301304,32.937687074543","195659362","R","06","073","008370","1006"
"01-RC-292964","174 Littleton Road, Westford, MA, 01886","No_Match"
"03-RC-258311","6511 Springbrook Avenue, Rhinebeck, NY, ","Match","Exact","6511 SPRING BROOK AVE, RHINEBECK, NY, 12572","-73.909132036328,41.937600763058","641264238","L","36","027","160005","2000"
"05-RC-199553","35 On The Property Of A&N Electric Cooperative, Onley, MD, ","No_Match"
"21-RC-336321","2084 Otay Lakes Road, Chula Vista, CA, ","Tie"
"11-RC-063174","730 Rogers Street, Princeton, WV, ","Match","Exact","730 ROGERS ST, PRINCETON, WV, 24740","-81.077368767193,37.365586871036","47680919","R","54","055","002300","2010"
"08-RC-333592","500 Mcclurg Street, Boardman, OH, ","Match","Non_Exact","500 MCCLURG RD, BOARDMAN, OH, 44512","-80.644987970498,40.995301250207","650181693","L","39","099","811902","2019"
"21-RC-171948","3914 Murphy Canyon Road, San Diego, CA, ","Match","Exact","3914 MURPHY CANYON RD, SAN DIEGO, CA, 92123","-117.116533448558,32.815435421574","637240827","L","06","073","008511","3001"
"21-RC-144339","150 North Myers Street, Los Angeles, CA, ","Match","Exact","150 N MYERS ST, LOS ANGELES, CA, 90033","-118.228655731594,34.048884917122","142689082","R","06","037","206054","1008"
"04-RC-311927","386 Old Stage Road, Albrightsville, PA, ","Match","Non_Exact","386 E OLD STAGE RD, ALBRIGHTSVILLE, PA, 18210","-75.55840607994,40.979004965039","80617697","L","42","025","020107","3064"
"13-RC-104319","1150 N River Road, Des Plaines, IL, ","Match","Non_Exact","1150 S RIVER RD, DES PLAINES, IL, 60016","-87.881003054392,42.032566077064","111723746","R","17","031","806400","1006"
"19-RC-327837","6300 N Lombard St., Portland, OR, ","Match","Exact","6300 N LOMBARD ST, PORTLAND, OR, 97203","-122.731224303679,45.585034045938","157494033","L","41","051","004002","3001"
"14-RC-169763","1315 East 1St, Wellington, KS, ","No_Match"
"16-RC-120556","4050 Corporate Drive, Grapevine, TX, ","Match","Exact","4050 CORPORATE DR, GRAPEVINE, TX, 76051","-97.026253285667,32.982281023716","618011103","R","48","113","020000","1056"
"03-RC-348355","45 Reade Place, Poughkeepsie, NY, ","Match","Exact","45 READE PL, POUGHKEEPSIE, NY, 12601","-73.935305515207,41.694453108145","637971566","L","36","027","220700","1014"
"13-RC-261199","741 S. Route 83, Elmhurst, IL, ","Match","Non_Exact","741 STATE RTE 83, ELMHURST, IL, 60126","-87.961242659789,41.878399488329","112545726","L","17","043","843800","2011"
"05-RC-096283","600 Coast Guard Dr., Front Royal, VA, ","No_Match"
"07-RC-060393","38283 S. Groesbeck Hwy., Clinton Township, MI, ","Match","Exact","38283 S GROESBECK HWY, CLINTON TOWNSHIP, MI, 48036","-82.902348703981,42.583345917949","110680339","L","26","099","240900","1006"
"20-RC-285038","3317 Forty Mile Road, Wheatland, CA, ","Match","Exact","3317 FORTY MILE RD, WHEATLAND, CA, 95692","-121.515019708977,39.05144751795","644998436","R","06","115","040800","1017"
"03-RC-347020","3329 Route 29, Greenwich, NY, ","Match","Exact","3329 STATE RTE 29, GREENWICH, NY, 12834","-73.417977158773,43.139941239897","658209781","L","36","115","089000","1112"
"10-RC-277343","1664 Weeksville Rd, Elizabeth City, NC, ","Match","Exact","1664 WEEKSVILLE RD, ELIZABETH CITY, NC, 27909","-76.185024157005,36.25855823517","18593157","R","37","139","960701","3002"
"10-RC-163340","4541 Houston Avenue, In Macon, GA, ","Match","Non_Exact","4541 HOUSTON AVE, MACON, GA, 31206","-83.659138158661,32.779246941444","81082264","R","13","021","013900","3092"
"21-RC-121680","11141 South Taylor Avenue, Montebello, CA, ","No_Match"
"21-RC-351944","16245 Alpine Boulevard, Alpine, CA, ","Match","Exact","16245 ALPINE BLVD, ALPINE, CA, 91901","-116.812150875568,32.854014141625","657443722","R","06","073","015502","2005"
"28-RC-139365","3560 Losee Road, North Las Vegas, NV, ","Match","Exact","3560 LOSEE RD, NORTH LAS VEGAS, NV, 89030","-115.121828355669,36.224855131325","201959272","R","32","003","003626","1033"
"04-RC-232602","1 Medical Center Boulevard, Chester, PA, ","Match","Exact","1 MEDICAL CENTER BLVD, CHESTER, PA, 19013","-75.366533563489,39.857179785973","134905415","L","42","045","406300","2000"
"16-RC-343710","9532 Spirit Of Austin Lane, Austin, TX, 78719","No_Match"
"01-RC-277346","157 Tower Avenue, Groton, CT, ","Match","Exact","157 TOWER AVE, GROTON, CT, 06340","-72.046659513452,41.333468204899","658270876","R","09","011","702700","2013"
"01-RC-276014","1 Burtt Road, Andover, MA, ","Match","Exact","1 BURTT RD, ANDOVER, MA, 01810","-71.173684210505,42.612789187371","86704124","R","25","009","254301","2019"
"13-RC-105639","13160 S. Pulaski Rd., Alsip, IL, ","Match","Exact","13160 S PULASKI RD, ALSIP, IL, 60803","-87.718997393507,41.655296798441","657158134","R","17","031","823302","3017"
"25-RC-317453","620 E. High Street, Rockville, IN, ","Match","Exact","620 E HIGH ST, ROCKVILLE, IN, 47872","-87.22292178957,39.761441539539","66396053","R","18","121","030300","5008"
"19-RC-326516","315 Mlk Jr. Way, Tacoma, WA, 98405","Match","Exact","315 MARTIN LUTHER KING JR WAY, TACOMA, WA, 98405","-122.453465117279,47.26005107199","184761565","L","53","053","061501","1005"
"21-RC-084117","11900 East Artesia Boulevard, Artesia, CA, ","Match","Non_Exact","11900 ARTESIA BLVD, ARTESIA, CA, 90701","-118.079972446341,33.872995193344","141744154","R","06","037","554802","2003"
"04-RC-082425","330 Turner Industrial Way, Aston, PA, ","Match","Non_Exact","330 TURNER INDUSTIAL WAY, ASTON, PA, 19014","-75.424077087848,39.855449598098","134895265","R","42","045","406902","3019"
"18-RC-304279","3915 Golden Valley Road, Golden Valley, MN, 55422","Match","Exact","3915 GOLDEN VALLEY RD, GOLDEN VALLEY, MN, 55422","-93.328825806564,44.99956300501","43842640","L","27","053","021700","3002"
"22-RC-221922","335 Delancey Street, Newark, NJ, ","Match","Exact","335 DELANCEY ST, NEWARK, NJ, 07105","-74.153776663686,40.717528439691","63468823","R","34","013","980100","1001"
"03-RC-350671","257 Virginia Street, Buffalo, NY, 14201","Match","Exact","257 VIRGINIA ST, BUFFALO, NY, 14201","-78.881796992294,42.89487509227","48290413","R","36","029","007102","3002"
"22-RC-221929","275 Centennial Avenue, Piscataway, NJ, ","Match","Exact","275 CENTENNIAL AVE, PISCATAWAY, NJ, 08854","-74.491102293915,40.54659117593","658227135","L","34","023","000702","2013"
"04-RC-071780","8833 Stenton Avenue, Wyndmoor, PA, ","Match","Exact","8833 STENTON AVE, WYNDMOOR, PA, 19038","-75.207716900492,40.083779450859","131393808","R","42","091","210500","4006"
"05-RC-245137","5830 University Research Court, College Park, MD, 20740","No_Match"
"13-RC-338162","1535 S. Lakeside Drive, Waukegan, IL, ","Match","Exact","1535 S LAKESIDE DR, WAUKEGAN, IL, 60085","-87.887432768181,42.332685800644","119669456","L","17","097","861504","3026"
"05-RC-096296","430 Market Street, In Winchester, VA, ","Match","Non_Exact","430 MARKET ST, WINCHESTER, VA, 22603","-78.131517178441,39.223382693433","641190092","R","51","069","051102","1000"
"10-RC-188623","215 Valley Road, Oneonta, AL, ","Match","Exact","215 VALLEY RD, ONEONTA, AL, 35121","-86.466244081115,33.952064877488","99093443","L","01","009","050105","3022"
"18-RC-131364","260 Hwy 12 Se And Warehouse At 140 30Th Ave S, Benson, MN, ","No_Match"
"18-RC-343888","502 E 2Nd St, Duluth, MN, 55805","Match","Exact","502 E 2ND ST, DULUTH, MN, 55805","-92.094161657004,46.792989880071","163214570","R","27","137","001700","2015"
"05-RC-162295","203 And Other Locations At 222 Sabre Blvd., Martinsburg, WV, ","No_Match"
"19-RC-253012","509 Ne Alberta Street, Portland, OR, ","Match","Exact","509 NE ALBERTA ST, PORTLAND, OR, 97211","-122.66031982749,45.559176826871","157503884","L","41","051","003301","2005"
"12-RC-121659","1 Jeff Fuqua Boulevard, Orlando, FL, 32827","No_Match"
"13-RC-099256","102 S. Lombard, Addison, IL, 60148","Match","Non_Exact","102 S LOMBARD RD, ADDISON, IL, 60101","-88.023154368952,41.926406069749","651666067","L","17","043","846604","1026"
"08-RC-095961","955 Garden Lake Parkway, Toledo, OH, 43614","Match","Exact","955 GARDEN LAKE PKWY, TOLEDO, OH, 43614","-83.596157947991,41.621960551944","635572641","R","39","095","010200","3010"
"12-RC-120320","7901 Nw 88Th Ave., In Tamarac, FL, 33311","Match","Non_Exact","7901 NW 88TH AVE, TAMARAC, FL, 33321","-80.273307101242,26.221448355793","114797241","L","12","011","020414","3003"
"07-RC-072399","2100 E. Provincial House Drive, Lansing, MI, ","Match","Non_Exact","2100 PROVINCIAL HOUSE DR, LANSING, MI, 48910","-84.521533027675,42.696402627821","17503651","R","26","065","002901","1005"
"02-RC-321207","172 Madison Avenue, New York, NY, 10016","Match","Exact","172 MADISON AVE, NEW YORK, NY, 10016","-73.983470652704,40.747173600489","59654393","L","36","061","007400","5001"
"03-RC-289474","459 South Transit St., Lockport, NY, 14094","Match","Exact","459 S TRANSIT ST, LOCKPORT, NY, 14094","-78.696948417963,43.154925176343","48691301","R","36","063","023901","2010"
"01-RC-074663","144 Park Street, Bangor, ME, ","Match","Exact","144 PARK ST, BANGOR, ME, 04401","-68.770483276951,44.804873987476","123628538","L","23","019","000200","2001"
"08-RC-345519","2509 Marion-Williamsport Rd. W., Marion, OH, ","Match","Non_Exact","2509 MARION WILLIAMSPORT RD, MARION, OH, 43302","-83.176632890349,40.59034852269","640359741","R","39","101","010201","4052"
"09-RC-343832","8070 E. Broad Street, Reynoldsburg, OH, ","Match","Exact","8070 E BROAD ST, REYNOLDSBURG, OH, 43068","-82.786771253104,39.985799401038","218700475","L","39","049","007302","2018"
"10-RC-177952","115 West Park Drive, Huntsville, AL, ","Match","Non_Exact","115 W PARK LOOP NW, HUNTSVILLE, AL, 35806","-86.688333459395,34.745957008236","58112588","R","01","089","001403","2009"
"19-RC-339834","2414 Hogum Bay Road N, Lacey, WA, ","Match","Non_Exact","2414 HOGUM BAY RD NE, LACEY, WA, 98516","-122.765024395596,47.066426431011","180948869","R","53","067","012226","1038"
"20-RC-224012","20833 Long Branch Drive, Cottonwood, CA, ","Match","Exact","20833 LONG BRANCH DR, COTTONWOOD, CA, 96022","-122.279946347251,40.393908543092","126665690","R","06","089","012200","4002"
